sentiment,sentiment_label,Cleaned_Tweet
negative,0,rt  tpi ingat ya jangan sampe cina mengenalkan wisata haram jga ke indonesia hahaha
neutral,1,rt  nanya di mana prabowo dan pks saja bib kan asoy tuh dianggap antek prabowo dan antek pks hidupmu pasti lebih dramatis
negative,0,persahabatan salahlovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dlm membina hubungan dgn sesama umat manusia  perbedaan justru menjadi warna tersendiri dlm menjalin pertemanan terima kasih lovrensalah âï
neutral,1,sama aja lh laemeskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka
neutral,1,rt   saya juga sebel kalo ada yg ngeroko sambil naik motor yakan kadang engap kalo ditutup terus apalagi macetxe2x80xa6
negative,0,udah minta maaf kunyuk  bronnenak bgt rasan merekasebar hoax minta maafsebar hoax lagi minta maaf laginnmesti d sapu dulu  biar jera nih orang
neutral,1,hello warga jakarta wakil kepala dpmptsp provinsi dki jakarta bapak denny wahyu haryanto mewakili wakil gubernur provinsi dki jakarta membuka acara 2018 junior chamber international jci indonesia national event
positive,2,2 selain perkuat jaringan gubernur  juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar indonesia
neutral,1,pandangan tgb terhadap agama dan politik
negative,0,rt  provider brengsek
neutral,1,susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat  no 1 bisa
neutral,1,yang dungu itu orang yang mau ganti presiden tp g tau siapa mikiiiir
negative,0,rt  bokep cewek bispak bandung ngentot croot di dalam xf0x9fx98x80nndownload full
negative,0,kampret complain rag ditanggepi fuck
negative,0,kamu kok kaya jablay gta maunya dijemput pake mobil
negative,0,lihat memek tante
neutral,1,sementara itu  kerjanya musuhi dakwah islam  bubarkan hti rakyat jg berhak lengserkan jokowok tukang pencitraan
negative,0,hah katanya saling melengkapi orang buktinya kamu juga goblok gimana si
neutral,1,xe2x80x9ctidakxe2x80x9d kata salah seorang khalifah rasyidin itu xe2x80x9ckami dahulu memerangi orang kafir bersama merekaxe2x80x9d xe2x80x9ckalau begitu mereka orangorang munafikxe2x80x9d xe2x80x9ctidak juga sebab orang muna
neutral,1,dia doyan nete un jadi maklumin
neutral,1,nek ndelok match terkhir celsi sih kudune menang mudah emyu tapi yo embuh sih celsi kacrut ki raiso diprediksi xf0x9fx98x82
negative,0,yakali pak tni suruh urusin sampah plastik xf0x9fx98x91
neutral,1,itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di nkri tercinta aamiin
neutral,1,permadi arya melaporkan rocky gerung ke polisi serius tuh   kitab suci itu fiksi kata rocky  pernyataan itu salah anda merasa terhina wait bukankah biasa penganut agama a menganggap kitab suci
negative,0,bajingan tengik memang
neutral,1,kok bs pake buruh cina kan rakyat sendiri bnyak pnganggurandasar rejim kodok
positive,2,
negative,0,rp haneul pada cute padahal rlnya perekyang on retweet
neutral,1,bilangnya anti asing asengnda taunya wkwkwkwkwk
negative,0,di suriah sekolah radikal dan rakit bomplg ke indonesia jadi tempat pklya di amankan
neutral,1,rt  karena kadang hidup emang kayak tai malah kadang yang berak orang lain tapi elo yang harus beresin tainya tangan lo yxe2x80xa6
negative,0,ih banci selotipan xf0x9fx98x82
neutral,1,rt        haha kalah ni yee org jahat pasti kalah
neutral,1,rt  keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kitaâ tutur djarot di hadapan peserta rakercabsuâ
negative,0,rt   yg cinta orba pasti meng idola kan prabowo amp hary tanoe d
neutral,1,nantang buka dadalah eh nyebut setanlah emang sudah pada habis kamus ngelawan kenegarawanan pak joko widodo presiden ri ke 7 pada makin stresssssss nie hati2 kena stoke atau serangan jantung nanti rakyat indonesia kehilangan badut2 politik merdeka
neutral,1,belah duren yaaaangak dunguya gak cebongxf0x9fx98x80xf0x9fx98x86nmaaf ya
neutral,1,2orangorang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad
negative,0,bubarkan hti amp fpi
negative,0,ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak
neutral,1,sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom aku hanya menghela nafas xf0x9fx98xaf
negative,0,rt  pantat mn nh pngen nusuk dan ditusuknxf0x9fx91x89open bo wa 08157686707n     xe2x80xa6
positive,2,yg diancam untuk dibunuh itu presiden republik indonesia mas trus mesti lapor dulu apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya
negative,0,kayak orang nyosor mau minta nete
negative,0,ngewe bae
negative,0,jebur bloon bukan cebur
negative,0,pks ultah di balai kota rr ngomong nyapres di balai kota ganti aja namanya jd âbalai politikâ ðª
neutral,1,pak  perlu melanjutkan rencana  untuk menyeret  ke pengadilan ham pbb
positive,2,kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembeliann nyuk ikutann
neutral,1,kisah hidup muhammad yang lebih lengkap dapat didownload di sini
neutral,1,penjajahan di atas bumi indonesia harus di hapus kan penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi nkri usir
neutral,1,we ada pipis onta tercecer di mari pantes bau pesing
neutral,1,kalo kejadian disini mungkin juga kalian yg triak paling lantang pmrth pro aseng duluan pas ditawari bantuan asing bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth bilang 15 hari kelamaan harusnya 3
neutral,1,mari berjuangsampai  dilanti kembali di thn 2019njangan gentar njangan takut nwalau mata benang di leher walau ujung tombak di porut nntidak akan surut langkah kitantidak akan bisu suara kitantidak akan
negative,0,rt        kaya monyet
neutral,1,survei di metro tv jokowi menang dari presiden baru etapi cara ngitungnya gimana ya 45 bisa ngalahin 46 jangan2 salah judul maksudnya jokowi masih menangis  sumber  zie bajrie
positive,2,
negative,0,cuba la tgk anime ni karakai jozu no takagisan kalau rasa nak feeling feeling cinta monyet zaman sekolahmemang throwback habes910
negative,0,serunya pesta budaya erau di kutai kartanegara
negative,0,rt  ad yang mau contactnya retweet sekarang yanbanyak banget kenalan tante jilboob sangenini namanya tante dea oxe2x80xa6
neutral,1,debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling ciamik setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l
negative,0,duduki istana negara  sekalian lengserkan jokowi salam2tahun
negative,0,rt  wah hebatnya pak  yg lg sibuk pencitraan     baca nih
neutral,1,bagi anda mungkin gk apa2 tapi bagi kami muslim ini sangat menghinakan kami iblis betina itu sdh menista syariat kami
negative,0,rt  baby kafir budha teroris myanmar
neutral,1,indonesia blom merdeka indonesia masih dijajah oleh orang cina  takbirallauakbar
negative,0,memang benar kata pengamat politik hantayudha kalau paslon no2 ini tidak ada  khanz nya di jateng
negative,0,rt   jongos penista agama ahok sok sok ngong saramajikan nya penebar sara astagfirllah tobat
neutral,1,boleh saya follow bli juga saya katolik dan ikut akun prof  utk menambah wawasan berbangsaterima kasih
negative,0,kapan tuh si bejat cabul  balik  pengecut si onta itu ye
negative,0,menurut wibisono pencitraan jokowi telah disebarkan up media massa pro asing sehingga terkesan jokowi berhasil
negative,0,rt    adian gaya lu kaya beruk gini klo supir tembak metromini masuk dprnkampungan lu
neutral,1,km terlalu mainstream mengaartikan pintar pintar itu relatif tergantung mo dibawa kemana pengertiannya spt anda pintar mengundeeestimatekan org gw pinter komen ajah rejim now pinter mangkrakin janji2 doang somaking
negative,0,kan emang gw dongo
negative,0,ih masak di samain smaa sampah xf0x9fx98xa3xf0x9fx98xa3xf0x9fx98xa3
negative,0,gw terpukaukaukau
neutral,1,aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas pelakor yang sdh meresahkan kehidupan warga desa
negative,0,yaaelah chat aja loe urusin noh yg dah keliatan mesum anggotadpr pd mingkem yg nyata selingkuh 7th kalian pura2 budek  gk nyampe otaknya
neutral,1,tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti dap tapi kita bimbang fahaman yang dibawa oleh mereka
positive,2,cermin pun pecah saat dirinya berkaca
negative,0,lansung tag partainyanga berani ya berarti kau banci
neutral,1,awwww comel nya asing kan ikut warna
neutral,1,islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun tak lupa masa depan diajak bekerja keras dan diajak pula beristirahat
neutral,1,kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k
neutral,1,agama katholik ngak ada yg menyebut khatolik nusantara agama kristen protestan ngak ada yg menyebut kristen protestan nusantara agama hindu ngak ada yg menyebut hindu nusantara agama budha ngak ada yg menyebut budha nusantara lha kok ini
neutral,1,3 karena berbasis teknologi digital presiden juga minta sistem betulbetul jalan dan langsung bisa digunakan dan ramah bagi pengguna
neutral,1,ahhh itu kan perasaanmu saja utk menghibur diri mana ada cebong tdk bahagia presiden cebong punya tol cebong punya lha elo punya cuma germo xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
neutral,1,kami lebih resah anda jd presiden hidup anda penuh drama dan pencitraan main ftv aja joko judulnya
neutral,1,agama kristenngolongan darah bnasal  san fernando valley
negative,0,budha bunuh muslim di myanmar
negative,0,jahudi bangke minta sama jerman sana tempat ibadah
negative,0,papamintaketuafraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr
negative,0,cina
negative,0,hoax kodok biawak meroket sekop bangsat karbitan munafik
negative,0,itu yg pada ribut komunis blabla mungkin emoh baca yg baca pun kalo punya niat agitasi nyerang pemerintah pake ini cari simpatisan
neutral,1,10presiden jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunanpembangunan lainnyaâââ
neutral,1,pemilu langsung biar bwt milih presiden n dpr sj capres pun biar tdk kyk kucing dlm karung  mgkn bisa bikin mekanisme baru yg lebih ok misal capres ditentukan dari gubernur yg berprestasi jd yg boleh maju jd capres hanya yg sdh jd gubernur
neutral,1,gak vital gimanaudah dari kapan inter gak punya bek kanan yg bisa jd pembeda terakhir itu ya era maicon dambrosio juga baru2 setelah kedatangan cancelo bagusnyanhmmmmberarti kesimpulannya yg geblek ausilio ini xf0x9fx98x81xf0
negative,0,namanya jg agama munafik
negative,0,43 contoh lain meski banyak tudingan dugaan korupsi tapi sby tdk pernah dorong kejaksaan usut apalagi himbau kpk usut dugaan korupsi jokowi
negative,0,saya mencium bau bau pecun
neutral,1,berhenti jadi konsumen wisata haji  umoh yg menipu jadilah podusen wisata jiarah indonesia
neutral,1,pemburu nazi simon wiesenthal memegang fotofoto yang menggambarkan mantan kepala gestapo walter rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orangorang yahudi
negative,0,rt   yg ada cacimaki penista agama tapi ternyata ketauan poligami ngumpet2 apa mau digituin saya sih ogah
negative,0,bubarin nkri harga mati
neutral,1,ingat baikbaik kata si royson jokowi kacung guannitulah mungkin alasan fundamentalnya kenapa rezim ini justru seperti sengaja masuk ke dalam debt trap komunis cinannso menjadi wajib untuk
negative,0,wkwkwkwk mampus aku mau pepet ujin ah
negative,0,gubernur jaman now ya anti hoax bukan nyebar isu yang tidak pasti
neutral,1,azan di tv manggil2 allah swt dungu  biadab harus dihentikan dan acara catut nama tuhan tidak boleh dilanjutkan
neutral,1,semua itu terdapat pada kelakuan bani cebong
neutral,1,aku dah la baju macam yahudi betopi siap 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap ni betol2 out of place mohon ak tak direjam
negative,0,gua ge akan marah cuma auto blacklist dari kehidupan guennsampah apa gunanya kalo ga didaur ulang
negative,0,anjir apa rasanyaa bekas silit mah
negative,0,cebong makin kepanasan jadi makin ngawur xf0x9fx98x95xf0x9fx98x95
neutral,1,amin smoga kalian bertiga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel
positive,2,
neutral,1,rt  keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kitaâ tutur djarot di hadapan peserta rakercabsuâ
neutral,1,sudah jangan terlalu banyak membingkai bangkai cukup menjadikannya pelajaran saja agar hidup kita semakin baik pada masa yang akan datang
neutral,1,edan aq yang masi newbie menangis saja liatnya yampun kartu r w aja masi dikit bat
neutral,1,nahklo pki alias partai korupsi indonesia perlu diganyang juga ga
negative,0,perempuan kaya lo mending mati aja deh jelek aja gausa sok jadi make up artist
negative,0,dijual lagi gua kaya jablay
negative,0,yang bijak cuma petugas dan jajaran krl doang para penumpang cuma followers doang xe2x98xb9xefxb8x8f nyuruh orng utk mengerti sendirinya ga mau mengerti kebutuhan banyak orng kan bangke
negative,0,kyknya itu titit nya di sambung trus pake accessoris jg
negative,0,mata w pas kecil sipit tp skrg malah engga aneh pisan
neutral,1,ko ingt aku buat banci ke gigih nk kira
neutral,1,mewaspadai cina komunis yang ada di indonesia
negative,0,banci kampungan heeee
neutral,1,gembel ganteng ga perlu dikasihani karena byk yg mencintainya asik asik jos
neutral,1,dekalarasi pilkada 2018 aman dan anti hoax toga jemirahan jabon
negative,0,setiausaha agung pas datuk takiyuddin hassan sahkan ada pihak cuba pinda perlembagaan parti ini seperti yang dikatakan presiden parti sebelum ini
negative,0,emangnya aku najis
neutral,1,sastra e karl mark pentolan komunis rusia
negative,0,otak mereka kayaknya bener bener di bool deh mess trus tiap harinua makan silit jadinya gtu
negative,0,ganti rezim kacung lah cebong mah gitu kalo ditanya
negative,0,cina apa hak lu melarang
neutral,1,anda hebat bicara cinta masih pegang quran sbagai pegangan hidup quran tak bicara cinta tapi perang bunuh penggal
negative,0,kelamaan jomblo nanti jablay
negative,0,perjaka kq di jual nsok sok an mau booking tante idiot njir
neutral,1,rev 1 jgn pilih ulama yg dekat dg kafir dan munafik
neutral,1,buat ngejaga kebersihan lingkungan tuh orang2 belum pada melek sama kewajibannya asal buang sampah dan ngomong  kan ada petugas kebersihannya
neutral,1,sejuk gila dlm ofis kulit buaya ke apa
neutral,1,ooo camtu biasalah kena seimbang ada baik ada nakal ada kucing ada anjing ada abang ada lainlain ada darkside ada brightside tak chill dan tak sosial la kalai takde pelengkap kahkahkah k bang selamat maju jaya dah terjawab persoalan saya terima kasih
neutral,1,segala permasalahan saat ini hanya ada satu solusi   jika pun tdk berdampak signifikansekurangnya kita telah mengobati dan mencegah penyakit ini bertambah parah
neutral,1,gampang kak u buka hp buka browser ketik budaya palembang  silahkan menikmati pembelajaran denngan gratis
neutral,1,segerombolan onta yg ngaku membela umat tapi itu semata2 demi kepentinga politik praktistgb jauh lebih demokratis dia mementingkan umat yg berpikiran modernsalut untukmu tgb
negative,0,culun mending kampung jes
neutral,1,rt  goyangan jilboob mantap bener nih hyper kontol doi nntadi sambil squirt loh xf0x9fx98x8dxf0x9fx98x8dxf0x9fx98x8dnnyang belum nonton live nya besok doixe2x80xa6
neutral,1,islam di indonesia itu adalah islam nusantara islam yang sudah di modifikasi sedemikian rupa supaya masuk dengan budaya indonesia yang beragam islam nusantara adalah islam yang toleran
neutral,1,presiden aspek indonesia mbak   kami tidak anti investasi asing tapi  apabila berubah jadi invasi asing sudah kewajiban kita sebagai warga negara utk melawannya
neutral,1,âpkl 0915 wib  kanit binmas ipda mt hutasoit melaks sambang dan menyampaikan pesan2 kamtibmas ttg pilgub dan pilkada 2018 kpd karyawan bri ranting muara damenra sihite dkk di desa hutanagodang kec muara kab tap utara
negative,0,kalimantan sdh biasa matlam gini batu bara nya di keruk listriknya megap2
positive,2,âfardu kifayahâ atau berhukum wajib dalam ajaran islam pada pilpres mendatang harus ada utusan dari kalangan santri yang disokong ulama untuk maju memimpin negeri
negative,0,hah wah bangke emang nih truk
negative,0,nahdliyin minta setop penghinaan terhadap maruf amin
negative,0,cebong kampret dan onta juga ngak bersinggungan dengan laut
